property_id,day,repair_status,actual_repair_cost_aud
GNAF-GANSW712286019,142,completed,83123.5
GNAF-GANSW712312633,0,not_started,
GNAF-GANSW716702907,0,not_started,
GNAF-GANSW708016435,0,awaiting_insurance,
GNAF-GANSW708016435,6,in_queue,
GNAF-GANSW708016435,313,in_progress,
GNAF-GANSW708016435,329,completed,60676.95
GNAF-GANSW704636432,0,not_started,
GNAF-GANSW705951016,0,awaiting_insurance,
GNAF-GANSW705951016,5,in_queue,
GNAF-GANSW705951016,113,in_progress,
GNAF-GANSW705951016,133,completed,79835.04
GNAF-GANSW705938499,0,awaiting_insurance,
GNAF-GANSW705938499,3,in_queue,
GNAF-GANSW705938499,280,in_progress,
GNAF-GANSW705938499,299,completed,59724.4
GNAF-GANSW704655999,0,awaiting_insurance,
GNAF-GANSW704655999,8,in_queue,
GNAF-GANSW704655999,292,in_progress,
GNAF-GANSW704655999,307,completed,61381.03
GNAF-GANSW704661316,0,awaiting_insurance,
GNAF-GANSW704661316,6,in_queue,
GNAF-GANSW704661316,50,in_progress,
GNAF-GANSW704661316,66,completed,59795.22
GNAF-GANSW705952018,0,awaiting_insurance,
GNAF-GANSW705952018,4,in_queue,
GNAF-GANSW705952018,255,in_progress,
GNAF-GANSW705952018,270,completed,44384.34
GNAF-GANSW705934296,0,awaiting_insurance,
GNAF-GANSW705934296,4,in_queue,
GNAF-GANSW705934296,158,in_progress,
GNAF-GANSW705934296,177,completed,55277.13
GNAF-GANSW705964868,0,awaiting_insurance,
GNAF-GANSW705964868,5,in_queue,
GNAF-GANSW705964868,275,in_progress,
GNAF-GANSW705964868,290,completed,44790.52
GNAF-GANSW705916907,0,awaiting_insurance,
GNAF-GANSW705916907,4,in_queue,
GNAF-GANSW705916907,273,in_progress,
GNAF-GANSW705916907,288,completed,58740.22
GNAF-GANSW705920845,0,awaiting_insurance,
GNAF-GANSW705920845,2,in_queue,
GNAF-GANSW705920845,283,in_progress,
GNAF-GANSW705920845,300,completed,85276.13
GNAF-GANSW705958156,0,awaiting_insurance,
GNAF-GANSW705958156,5,in_queue,
GNAF-GANSW705958156,234,in_progress,
GNAF-GANSW705958156,253,completed,65222.5
GNAF-GANSW704636461,0,not_started,
GNAF-GANSW704642084,0,not_started,
GNAF-GANSW704645213,0,awaiting_insurance,
GNAF-GANSW704645213,4,in_queue,
GNAF-GANSW704645213,157,in_progress,
GNAF-GANSW704645213,171,completed,39157.99
GNAF-GANSW709058508,0,not_started,
GNAF-GANSW717292771,0,awaiting_insurance,
GNAF-GANSW717292771,4,in_queue,
GNAF-GANSW717292771,70,in_progress,
GNAF-GANSW717292771,84,completed,73555.98
GNAF-GANSW717280537,0,awaiting_insurance,
GNAF-GANSW717280537,8,in_queue,
GNAF-GANSW717280537,28,in_progress,
GNAF-GANSW717280537,47,completed,117041.37
GNAF-GANSW717280535,0,awaiting_insurance,
GNAF-GANSW717280535,5,in_queue,
GNAF-GANSW717280535,28,in_progress,
GNAF-GANSW717280535,45,completed,90221.78
GNAF-GANSW705916935,0,awaiting_insurance,
GNAF-GANSW705916935,6,in_queue,
GNAF-GANSW705916935,302,in_progress,
GNAF-GANSW705916935,317,completed,58490.12
GNAF-GANSW705940724,0,awaiting_insurance,
GNAF-GANSW705940724,6,in_queue,
GNAF-GANSW705940724,334,in_progress,
GNAF-GANSW705940724,350,completed,51061.79
GNAF-GANSW705964854,0,awaiting_insurance,
GNAF-GANSW705964854,6,in_queue,
GNAF-GANSW705964854,356,in_progress,
GNAF-GANSW705964854,376,completed,72163.71
GNAF-GANSW705927214,0,awaiting_insurance,
GNAF-GANSW705927214,2,in_queue,
GNAF-GANSW705927214,170,in_progress,
GNAF-GANSW705927214,187,completed,76383.99
GNAF-GANSW705961274,0,awaiting_insurance,
GNAF-GANSW705961274,6,in_queue,
GNAF-GANSW705961274,309,in_progress,
GNAF-GANSW705961274,328,completed,62412.62
GNAF-GANSW705964869,0,awaiting_insurance,
GNAF-GANSW705964869,3,in_queue,
GNAF-GANSW705964869,338,in_progress,
GNAF-GANSW705964869,355,completed,47470.41
GNAF-GANSW705960945,0,awaiting_insurance,
GNAF-GANSW705960945,2,in_queue,
GNAF-GANSW705960945,294,in_progress,
GNAF-GANSW705960945,310,completed,55901.24
GNAF-GANSW705940780,0,awaiting_insurance,
GNAF-GANSW705940780,5,in_queue,
GNAF-GANSW705940780,176,in_progress,
GNAF-GANSW705940780,192,completed,48806.78
GNAF-GANSW719282576,0,awaiting_insurance,
GNAF-GANSW719282576,6,in_queue,
GNAF-GANSW719282576,204,in_progress,
GNAF-GANSW719282576,219,completed,53714.76
GNAF-GANSW707991754,0,awaiting_insurance,
GNAF-GANSW707991754,6,in_queue,
GNAF-GANSW707991754,238,in_progress,
GNAF-GANSW707991754,254,completed,55547.25
GNAF-GANSW717280533,0,awaiting_insurance,
GNAF-GANSW717280533,6,in_queue,
GNAF-GANSW717280533,40,in_progress,
GNAF-GANSW717280533,54,completed,43302.16
GNAF-GANSW717280524,0,awaiting_insurance,
GNAF-GANSW717280524,6,in_queue,
GNAF-GANSW717280524,172,in_progress,
GNAF-GANSW717280524,202,completed,151119.79
GNAF-GANSW717280534,0,awaiting_insurance,
GNAF-GANSW717280534,5,in_queue,
GNAF-GANSW717280534,41,in_progress,
GNAF-GANSW717280534,58,completed,83411.09
GNAF-GANSW704652757,0,awaiting_insurance,
GNAF-GANSW704652757,5,in_queue,
GNAF-GANSW704652757,356,in_progress,
GNAF-GANSW704652757,371,completed,44750.9
GNAF-GANSW704639949,0,not_started,
GNAF-GANSW709069288,0,awaiting_insurance,
GNAF-GANSW709069288,2,in_queue,
GNAF-GANSW709069288,169,in_progress,
GNAF-GANSW709069288,187,completed,52740.67
GNAF-GANSW716735283,0,awaiting_insurance,
GNAF-GANSW716735283,5,in_queue,
GNAF-GANSW716735283,204,in_progress,
GNAF-GANSW716735283,254,completed,397178.72
GNAF-GANSW716735285,0,awaiting_insurance,
GNAF-GANSW716735285,21,in_queue,
GNAF-GANSW716735285,204,in_progress,
GNAF-GANSW716735285,224,completed,96659.15
GNAF-GANSW709054570,0,not_started,
GNAF-GANSW708002440,0,awaiting_insurance,
GNAF-GANSW708002440,10,in_queue,
GNAF-GANSW708002440,296,in_progress,
GNAF-GANSW708002440,315,completed,84977.54
GNAF-GANSW704655251,0,not_started,
GNAF-GANSW712300147,0,not_started,
GNAF-GANSW712311518,0,not_started,
GNAF-GANSW704805015,0,not_started,
GNAF-GANSW717280595,0,not_started,
GNAF-GANSW717280786,0,not_started,
GNAF-GANSW720343812,0,not_started,
GNAF-GANSW719907400,0,not_started,
GNAF-GANSW716491511,0,not_started,
GNAF-GANSW705219976,0,awaiting_insurance,
GNAF-GANSW705219976,4,in_queue,
GNAF-GANSW705219976,266,in_progress,
GNAF-GANSW705219976,282,completed,55849.38
GNAF-GANSW705230550,0,not_started,
GNAF-GANSW705220425,0,awaiting_insurance,
GNAF-GANSW705220425,3,in_queue,
GNAF-GANSW705220425,82,in_progress,
GNAF-GANSW705220425,100,completed,51082.39
GNAF-GANSW705223015,0,not_started,
GNAF-GANSW716493810,0,awaiting_insurance,
GNAF-GANSW716493810,4,in_queue,
GNAF-GANSW716493810,258,in_progress,
GNAF-GANSW716493810,277,completed,47404.13
GNAF-GANSW716493826,0,awaiting_insurance,
GNAF-GANSW716493826,3,in_queue,
GNAF-GANSW716493826,459,in_progress,
GNAF-GANSW716493826,473,completed,43068.66
GNAF-GANSW716493833,0,awaiting_insurance,
GNAF-GANSW716493833,4,in_queue,
GNAF-GANSW716493833,206,in_progress,
GNAF-GANSW716493833,222,completed,63468.73
GNAF-GANSW706520727,0,not_started,
GNAF-GANSW705247337,0,awaiting_insurance,
GNAF-GANSW705247337,4,in_queue,
GNAF-GANSW705247337,270,in_progress,
GNAF-GANSW705247337,288,completed,43235.8
GNAF-GANSW705248020,0,awaiting_insurance,
GNAF-GANSW705248020,12,in_queue,
GNAF-GANSW705248020,219,in_progress,
GNAF-GANSW705248020,260,completed,265177.81
GNAF-GANSW705229509,0,not_started,
GNAF-GANSW717280523,0,awaiting_insurance,
GNAF-GANSW717280523,8,in_queue,
GNAF-GANSW717280523,215,in_progress,
GNAF-GANSW717280523,246,completed,146372.29
GNAF-GANSW717280539,0,awaiting_insurance,
GNAF-GANSW717280539,5,in_queue,
GNAF-GANSW717280539,58,in_progress,
GNAF-GANSW717280539,78,completed,122441.35
GNAF-GANSW712303713,0,awaiting_insurance,
GNAF-GANSW712303713,5,in_queue,
GNAF-GANSW712303713,81,in_progress,
GNAF-GANSW712303713,93,completed,38084.15
GNAF-GANSW719390336,0,awaiting_insurance,
GNAF-GANSW719390336,4,in_queue,
GNAF-GANSW719390336,157,in_progress,
GNAF-GANSW719390336,175,completed,91084.42
GNAF-GANSW721862165,0,not_started,
GNAF-GANSW721862492,0,not_started,
GNAF-GANSW718771132,0,awaiting_insurance,
GNAF-GANSW718771132,4,in_queue,
GNAF-GANSW718771132,41,in_progress,
GNAF-GANSW718771132,52,completed,25315.58
GNAF-GANSW704644738,0,not_started,
GNAF-GANSW718771133,0,awaiting_insurance,
GNAF-GANSW718771133,3,in_queue,
GNAF-GANSW718771133,108,in_progress,
GNAF-GANSW718771133,122,completed,24080.6
GNAF-GANSW705225267,0,awaiting_insurance,
GNAF-GANSW705225267,5,in_queue,
GNAF-GANSW705225267,336,in_progress,
GNAF-GANSW705225267,349,completed,36994.52
GNAF-GANSW721238816,0,not_started,
GNAF-GANSW717188140,0,not_started,
GNAF-GANSW716926109,0,not_started,
GNAF-GANSW704837253,0,not_started,
GNAF-GANSW712269606,0,not_started,
GNAF-GANSW705236948,0,not_started,
GNAF-GANSW705219351,0,not_started,
GNAF-GANSW718686942,0,not_started,
GNAF-GANSW718686944,0,not_started,
GNAF-GANSW718686945,0,not_started,
GNAF-GANSW718686946,0,not_started,
GNAF-GANSW718686947,0,not_started,
GNAF-GANSW718686948,0,not_started,
GNAF-GANSW718686950,0,not_started,
GNAF-GANSW718686955,0,not_started,
GNAF-GANSW708047562,0,not_started,
GNAF-GANSW712256301,0,not_started,
GNAF-GANSW721136253,0,not_started,
GNAF-GANSW721138865,0,not_started,
GNAF-GANSW704653370,0,awaiting_insurance,
GNAF-GANSW704653370,4,in_queue,
GNAF-GANSW704653370,222,in_progress,
GNAF-GANSW704653370,239,completed,69811.79
GNAF-GANSW712272892,0,awaiting_insurance,
GNAF-GANSW712272892,5,in_queue,
GNAF-GANSW712272892,229,in_progress,
GNAF-GANSW712272892,245,completed,49381.46
GNAF-GANSW717986692,0,not_started,
GNAF-GANSW717986695,0,not_started,
GNAF-GANSW717986696,0,not_started,
GNAF-GANSW708003319,0,not_started,
GNAF-GANSW705233609,0,not_started,
GNAF-GANSW716633775,0,not_started,
GNAF-GANSW716633292,0,not_started,
GNAF-GANSW717280773,0,not_started,
GNAF-GANSW712311539,0,not_started,
GNAF-GANSW712262882,0,not_started,
GNAF-GANSW704642627,0,not_started,
GNAF-GANSW704655959,0,awaiting_insurance,
GNAF-GANSW704655959,4,in_queue,
GNAF-GANSW704655959,211,in_progress,
GNAF-GANSW704655959,227,completed,44046.44
GNAF-GANSW704639510,0,awaiting_insurance,
GNAF-GANSW704639510,3,in_queue,
GNAF-GANSW704639510,113,in_progress,
GNAF-GANSW704639510,134,completed,77192.01
GNAF-GANSW704659803,0,not_started,
GNAF-GANSW704638776,0,not_started,
GNAF-GANSW704651985,0,awaiting_insurance,
GNAF-GANSW704651985,4,in_queue,
GNAF-GANSW704651985,136,in_progress,
GNAF-GANSW704651985,151,completed,49714.85
GNAF-GANSW704652741,0,awaiting_insurance,
GNAF-GANSW704652741,2,in_queue,
GNAF-GANSW704652741,304,in_progress,
GNAF-GANSW704652741,318,completed,54363.08
GNAF-GANSW709804983,0,awaiting_insurance,
GNAF-GANSW709804983,5,in_queue,
GNAF-GANSW709804983,114,in_progress,
GNAF-GANSW709804983,130,completed,76215.27
GNAF-GANSW704659741,0,not_started,
GNAF-GANSW709564103,0,not_started,
GNAF-GANSW705219350,0,not_started,
GNAF-GANSW705250653,0,not_started,
GNAF-GANSW705236950,0,not_started,
GNAF-GANSW705236949,0,not_started,
GNAF-GANSW705233702,0,not_started,
GNAF-GANSW705238146,0,not_started,
GNAF-GANSW712295674,0,awaiting_insurance,
GNAF-GANSW712295674,5,in_queue,
GNAF-GANSW712295674,182,in_progress,
GNAF-GANSW712295674,194,completed,38691.43
GNAF-GANSW716599913,0,not_started,
GNAF-GANSW717996677,0,not_started,
GNAF-GANSW720343795,0,not_started,
GNAF-GANSW720341043,0,not_started,
GNAF-GANSW704645439,0,not_started,
GNAF-GANSW704639491,0,not_started,
GNAF-GANSW704661353,0,not_started,
GNAF-GANSW704652694,0,not_started,
GNAF-GANSW705538590,0,awaiting_insurance,
GNAF-GANSW705538590,4,in_queue,
GNAF-GANSW705538590,353,in_progress,
GNAF-GANSW705538590,371,completed,65123.23
GNAF-GANSW712261673,0,awaiting_insurance,
GNAF-GANSW712261673,5,in_queue,
GNAF-GANSW712261673,84,in_progress,
GNAF-GANSW712261673,101,completed,57679.85
GNAF-GANSW709541376,0,not_started,
GNAF-GANSW709609161,0,not_started,
GNAF-GANSW712282514,0,not_started,
GNAF-GANSW704848089,0,not_started,
GNAF-GANSW712305699,0,not_started,
GNAF-GANSW705961315,0,awaiting_insurance,
GNAF-GANSW705961315,3,in_queue,
GNAF-GANSW705961315,171,in_progress,
GNAF-GANSW705961315,190,completed,41894.06
GNAF-GANSW705934316,0,awaiting_insurance,
GNAF-GANSW705934316,7,in_queue,
GNAF-GANSW705934316,125,in_progress,
GNAF-GANSW705934316,141,completed,62293.4
GNAF-GANSW716422839,0,not_started,
GNAF-GANSW705230623,0,not_started,
GNAF-GANSW718050638,0,not_started,
GNAF-GANSW717095679,0,not_started,
GNAF-GANSW717292796,0,not_started,
GNAF-GANSW718641559,0,not_started,
GNAF-GANSW717280912,0,not_started,
GNAF-GANSW709050615,0,not_started,
GNAF-GANSW710152902,0,awaiting_insurance,
GNAF-GANSW710152902,4,in_queue,
GNAF-GANSW710152902,244,in_progress,
GNAF-GANSW710152902,261,completed,66286.4
GNAF-GANSW709058511,0,not_started,
GNAF-GANSW707999853,0,awaiting_insurance,
GNAF-GANSW707999853,4,in_queue,
GNAF-GANSW707999853,249,in_progress,
GNAF-GANSW707999853,265,completed,43015.16
GNAF-GANSW708009881,0,not_started,
GNAF-GANSW716744511,0,not_started,
GNAF-GANSW717292777,0,not_started,
GNAF-GANSW718553815,0,not_started,
GNAF-GANSW719287730,0,awaiting_insurance,
GNAF-GANSW719287730,5,in_queue,
GNAF-GANSW719287730,114,in_progress,
GNAF-GANSW719287730,131,completed,51438.77
GNAF-GANSW710182813,0,awaiting_insurance,
GNAF-GANSW710182813,2,in_queue,
GNAF-GANSW710182813,300,in_progress,
GNAF-GANSW710182813,317,completed,56501.34
GNAF-GANSW717098789,0,awaiting_insurance,
GNAF-GANSW717098789,3,in_queue,
GNAF-GANSW717098789,231,in_progress,
GNAF-GANSW717098789,246,completed,49885.8
GNAF-GANSW717292760,0,awaiting_insurance,
GNAF-GANSW717292760,6,in_queue,
GNAF-GANSW717292760,139,in_progress,
GNAF-GANSW717292760,152,completed,40260.78
GNAF-GANSW718613888,0,awaiting_insurance,
GNAF-GANSW718613888,8,in_queue,
GNAF-GANSW718613888,249,in_progress,
GNAF-GANSW718613888,266,completed,60881.14
GNAF-GANSW704841293,0,not_started,
GNAF-GANSW704840717,0,not_started,
GNAF-GANSW705950983,0,awaiting_insurance,
GNAF-GANSW705950983,2,in_queue,
GNAF-GANSW705950983,380,in_progress,
GNAF-GANSW705950983,399,completed,85391.54
GNAF-GANSW709052669,0,not_started,
GNAF-GANSW710160175,0,awaiting_insurance,
GNAF-GANSW710160175,7,in_queue,
GNAF-GANSW710160175,271,in_progress,
GNAF-GANSW710160175,290,completed,76520.64
GNAF-GANSW709073490,0,not_started,
GNAF-GANSW717292790,0,not_started,
GNAF-GANSW717292791,0,not_started,
GNAF-GANSW717659051,0,not_started,
GNAF-GANSW721249187,0,not_started,
GNAF-GANSW716499523,0,not_started,
GNAF-GANSW709554466,0,awaiting_insurance,
GNAF-GANSW709554466,1,in_queue,
GNAF-GANSW709554466,172,in_progress,
GNAF-GANSW709554466,190,completed,69709.02
GNAF-GANSW712276687,0,awaiting_insurance,
GNAF-GANSW712276687,3,in_queue,
GNAF-GANSW712276687,141,in_progress,
GNAF-GANSW712276687,155,completed,41145.77
GNAF-GANSW720902332,0,not_started,
GNAF-GANSW721246200,0,not_started,
GNAF-GANSW720897498,0,not_started,
GNAF-GANSW717099827,0,awaiting_insurance,
GNAF-GANSW717099827,5,in_queue,
GNAF-GANSW717099827,109,in_progress,
GNAF-GANSW717099827,126,completed,44148.14
GNAF-GANSW720343806,0,not_started,
GNAF-GANSW720425104,0,not_started,
GNAF-GANSW717463709,0,not_started,
GNAF-GANSW717894047,0,awaiting_insurance,
GNAF-GANSW717894047,4,in_queue,
GNAF-GANSW717894047,264,in_progress,
GNAF-GANSW717894047,276,completed,34901.72
GNAF-GANSW718275132,0,awaiting_insurance,
GNAF-GANSW718275132,7,in_queue,
GNAF-GANSW718275132,59,in_progress,
GNAF-GANSW718275132,75,completed,64510.96
GNAF-GANSW718381933,0,not_started,
GNAF-GANSW716402208,0,not_started,
GNAF-GANSW704800216,0,not_started,
GNAF-GANSW704799115,0,not_started,
GNAF-GANSW716402209,0,not_started,
GNAF-GANSW720430828,0,not_started,
GNAF-GANSW718275135,0,awaiting_insurance,
GNAF-GANSW718275135,5,in_queue,
GNAF-GANSW718275135,108,in_progress,
GNAF-GANSW718275135,122,completed,51211.79
GNAF-GANSW712329440,0,awaiting_insurance,
GNAF-GANSW712329440,3,in_queue,
GNAF-GANSW712329440,314,in_progress,
GNAF-GANSW712329440,330,completed,47489.74
GNAF-GANSW718275128,0,awaiting_insurance,
GNAF-GANSW718275128,3,in_queue,
GNAF-GANSW718275128,49,in_progress,
GNAF-GANSW718275128,69,completed,87628.37
GNAF-GANSW718275129,0,awaiting_insurance,
GNAF-GANSW718275129,1,in_queue,
GNAF-GANSW718275129,55,in_progress,
GNAF-GANSW718275129,69,completed,50664.65
GNAF-GANSW718275130,0,awaiting_insurance,
GNAF-GANSW718275130,9,in_queue,
GNAF-GANSW718275130,54,in_progress,
GNAF-GANSW718275130,72,completed,62846.84
GNAF-GANSW718275131,0,awaiting_insurance,
GNAF-GANSW718275131,7,in_queue,
GNAF-GANSW718275131,107,in_progress,
GNAF-GANSW718275131,122,completed,49372.69
GNAF-GANSW704797625,0,not_started,
GNAF-GANSW715628304,0,awaiting_insurance,
GNAF-GANSW715628304,8,in_queue,
GNAF-GANSW715628304,344,in_progress,
GNAF-GANSW715628304,359,completed,54448.97
GNAF-GANSW705226117,0,awaiting_insurance,
GNAF-GANSW705226117,3,in_queue,
GNAF-GANSW705226117,187,in_progress,
GNAF-GANSW705226117,203,completed,83867.58
GNAF-GANSW709557594,0,awaiting_insurance,
GNAF-GANSW709557594,4,in_queue,
GNAF-GANSW709557594,156,in_progress,
GNAF-GANSW709557594,170,completed,35334.76
GNAF-GANSW712299684,0,awaiting_insurance,
GNAF-GANSW712299684,4,in_queue,
GNAF-GANSW712299684,233,in_progress,
GNAF-GANSW712299684,242,completed,32954.21
GNAF-GANSW708155207,0,not_started,
GNAF-GANSW712286065,0,awaiting_insurance,
GNAF-GANSW712286065,9,in_queue,
GNAF-GANSW712286065,317,in_progress,
GNAF-GANSW712286065,332,completed,49283.2
GNAF-GANSW712259635,0,awaiting_insurance,
GNAF-GANSW712259635,3,in_queue,
GNAF-GANSW712259635,196,in_progress,
GNAF-GANSW712259635,207,completed,32847.33
GNAF-GANSW708158587,0,not_started,
GNAF-GANSW716592298,0,not_started,
GNAF-GANSW712254884,0,awaiting_insurance,
GNAF-GANSW712254884,2,in_queue,
GNAF-GANSW712254884,327,in_progress,
GNAF-GANSW712254884,340,completed,30862.67
GNAF-GANSW712295630,0,awaiting_insurance,
GNAF-GANSW712295630,4,in_queue,
GNAF-GANSW712295630,158,in_progress,
GNAF-GANSW712295630,173,completed,36128.8
GNAF-GANSW712296141,0,not_started,
GNAF-GANSW712279040,0,awaiting_insurance,
GNAF-GANSW712279040,6,in_queue,
GNAF-GANSW712279040,65,in_progress,
GNAF-GANSW712279040,80,completed,38668.64
GNAF-GANSW709578310,0,awaiting_insurance,
GNAF-GANSW709578310,4,in_queue,
GNAF-GANSW709578310,372,in_progress,
GNAF-GANSW709578310,386,completed,35370.1
GNAF-GANSW705228760,0,not_started,
GNAF-GANSW712279970,0,awaiting_insurance,
GNAF-GANSW712279970,5,in_queue,
GNAF-GANSW712279970,206,in_progress,
GNAF-GANSW712279970,227,completed,87164.3
GNAF-GANSW712278512,0,awaiting_insurance,
GNAF-GANSW712278512,7,in_queue,
GNAF-GANSW712278512,233,in_progress,
GNAF-GANSW712278512,245,completed,33838.48
GNAF-GANSW705233488,0,awaiting_insurance,
GNAF-GANSW705233488,7,in_queue,
GNAF-GANSW705233488,207,in_progress,
GNAF-GANSW705233488,228,completed,69541.11
GNAF-GANSW712275712,0,awaiting_insurance,
GNAF-GANSW712275712,6,in_queue,
GNAF-GANSW712275712,196,in_progress,
GNAF-GANSW712275712,211,completed,28753.89
GNAF-GANSW712294218,0,not_started,
GNAF-GANSW705221989,0,awaiting_insurance,
GNAF-GANSW705221989,3,in_queue,
GNAF-GANSW705221989,132,in_progress,
GNAF-GANSW705221989,144,completed,39516.42
GNAF-GANSW709539701,0,awaiting_insurance,
GNAF-GANSW709539701,4,in_queue,
GNAF-GANSW709539701,92,in_progress,
GNAF-GANSW709539701,108,completed,54070.58
GNAF-GANSW716491516,0,not_started,
GNAF-GANSW705231361,0,awaiting_insurance,
GNAF-GANSW705231361,2,in_queue,
GNAF-GANSW705231361,98,in_progress,
GNAF-GANSW705231361,119,completed,71963.15
GNAF-GANSW712296146,0,awaiting_insurance,
GNAF-GANSW712296146,9,in_queue,
GNAF-GANSW712296146,343,in_progress,
GNAF-GANSW712296146,357,completed,25709.9
GNAF-GANSW705214445,0,not_started,
GNAF-GANSW708155845,0,awaiting_insurance,
GNAF-GANSW708155845,8,in_queue,
GNAF-GANSW708155845,176,in_progress,
GNAF-GANSW708155845,190,completed,50691.0
GNAF-GANSW712255188,0,not_started,
GNAF-GANSW705214514,0,awaiting_insurance,
GNAF-GANSW705214514,7,in_queue,
GNAF-GANSW705214514,105,in_progress,
GNAF-GANSW705214514,122,completed,64783.65
GNAF-GANSW705244739,0,awaiting_insurance,
GNAF-GANSW705244739,5,in_queue,
GNAF-GANSW705244739,141,in_progress,
GNAF-GANSW705244739,167,completed,115042.49
GNAF-GANSW705233586,0,awaiting_insurance,
GNAF-GANSW705233586,8,in_queue,
GNAF-GANSW705233586,236,in_progress,
GNAF-GANSW705233586,255,completed,49536.02
GNAF-GANSW705219267,0,awaiting_insurance,
GNAF-GANSW705219267,6,in_queue,
GNAF-GANSW705219267,389,in_progress,
GNAF-GANSW705219267,403,completed,51197.19
GNAF-GANSW705218610,0,not_started,
GNAF-GANSW705216002,0,awaiting_insurance,
GNAF-GANSW705216002,2,in_queue,
GNAF-GANSW705216002,233,in_progress,
GNAF-GANSW705216002,249,completed,51409.56
GNAF-GANSW705227237,0,not_started,
GNAF-GANSW704830670,0,not_started,
GNAF-GANSW712271757,0,awaiting_insurance,
GNAF-GANSW712271757,6,in_queue,
GNAF-GANSW712271757,283,in_progress,
GNAF-GANSW712271757,304,completed,78875.05
GNAF-GANSW712262242,0,awaiting_insurance,
GNAF-GANSW712262242,4,in_queue,
GNAF-GANSW712262242,378,in_progress,
GNAF-GANSW712262242,391,completed,25461.16
GNAF-GANSW712286650,0,awaiting_insurance,
GNAF-GANSW712286650,8,in_queue,
GNAF-GANSW712286650,87,in_progress,
GNAF-GANSW712286650,101,completed,49689.29
GNAF-GANSW705211592,0,not_started,
GNAF-GANSW712289757,0,not_started,
GNAF-GANSW709619298,0,awaiting_insurance,
GNAF-GANSW709619298,3,in_queue,
GNAF-GANSW709619298,132,in_progress,
GNAF-GANSW709619298,148,completed,49916.23
GNAF-GANSW712282595,0,awaiting_insurance,
GNAF-GANSW712282595,3,in_queue,
GNAF-GANSW712282595,106,in_progress,
GNAF-GANSW712282595,117,completed,26416.35
GNAF-GANSW712254936,0,awaiting_insurance,
GNAF-GANSW712254936,9,in_queue,
GNAF-GANSW712254936,130,in_progress,
GNAF-GANSW712254936,141,completed,25274.42
GNAF-GANSW712276675,0,awaiting_insurance,
GNAF-GANSW712276675,2,in_queue,
GNAF-GANSW712276675,107,in_progress,
GNAF-GANSW712276675,125,completed,63502.65
GNAF-GANSW712259627,0,awaiting_insurance,
GNAF-GANSW712259627,4,in_queue,
GNAF-GANSW712259627,85,in_progress,
GNAF-GANSW712259627,104,completed,74365.06
GNAF-GANSW712269205,0,awaiting_insurance,
GNAF-GANSW712269205,3,in_queue,
GNAF-GANSW712269205,271,in_progress,
GNAF-GANSW712269205,287,completed,44844.97
GNAF-GANSW705227234,0,not_started,
GNAF-GANSW712254587,0,awaiting_insurance,
GNAF-GANSW712254587,4,in_queue,
GNAF-GANSW712254587,83,in_progress,
GNAF-GANSW712254587,115,completed,93411.25
GNAF-GANSW716491083,0,not_started,
GNAF-GANSW705231100,0,not_started,
GNAF-GANSW705231084,0,not_started,
GNAF-GANSW716519524,0,not_started,
GNAF-GANSW706527969,0,not_started,
GNAF-GANSW712305521,0,awaiting_insurance,
GNAF-GANSW712305521,5,in_queue,
GNAF-GANSW712305521,253,in_progress,
GNAF-GANSW712305521,265,completed,30396.2
GNAF-GANSW712289760,0,awaiting_insurance,
GNAF-GANSW712289760,6,in_queue,
GNAF-GANSW712289760,89,in_progress,
GNAF-GANSW712289760,100,completed,23349.21
GNAF-GANSW712269317,0,awaiting_insurance,
GNAF-GANSW712269317,6,in_queue,
GNAF-GANSW712269317,158,in_progress,
GNAF-GANSW712269317,177,completed,55559.62
GNAF-GANSW705214464,0,awaiting_insurance,
GNAF-GANSW705214464,7,in_queue,
GNAF-GANSW705214464,157,in_progress,
GNAF-GANSW705214464,169,completed,34388.23
GNAF-GANSW712292358,0,awaiting_insurance,
GNAF-GANSW712292358,4,in_queue,
GNAF-GANSW712292358,36,in_progress,
GNAF-GANSW712292358,53,completed,84196.72
GNAF-GANSW718516710,0,not_started,
GNAF-GANSW718516713,0,not_started,
GNAF-GANSW716735062,0,not_started,
GNAF-GANSW716703520,0,awaiting_insurance,
GNAF-GANSW716703520,7,in_queue,
GNAF-GANSW716703520,204,in_progress,
GNAF-GANSW716703520,219,completed,50249.63
GNAF-GANSW716115824,0,awaiting_insurance,
GNAF-GANSW716115824,3,in_queue,
GNAF-GANSW716115824,444,in_progress,
GNAF-GANSW716115824,460,completed,42924.95
GNAF-GANSW716468248,0,not_started,
GNAF-GANSW705226209,0,not_started,
GNAF-GANSW704650533,0,not_started,
GNAF-GANSW716468249,0,not_started,
GNAF-GANSW721362771,0,not_started,
GNAF-GANSW717280608,0,not_started,
GNAF-GANSW721353924,0,not_started,
GNAF-GANSW704638763,0,not_started,
GNAF-GANSW718051610,0,awaiting_insurance,
GNAF-GANSW718051610,4,in_queue,
GNAF-GANSW718051610,112,in_progress,
GNAF-GANSW718051610,145,completed,135540.33
GNAF-GANSW718051611,0,awaiting_insurance,
GNAF-GANSW718051611,4,in_queue,
GNAF-GANSW718051611,163,in_progress,
GNAF-GANSW718051611,197,completed,171870.55
GNAF-GANSW712262893,0,not_started,
GNAF-GANSW716742521,0,not_started,
GNAF-GANSW718051627,0,awaiting_insurance,
GNAF-GANSW718051627,3,in_queue,
GNAF-GANSW718051627,57,in_progress,
