property_id,day,credibility_estimate_total,Z_avg
GNAF-GANSW712269309,98,57158.89,0.3825
GNAF-GANSW716835456,98,83563.47,0.2076
GNAF-GANSW705940717,98,118483.93,0.1937
GNAF-GANSW716744353,98,83784.55,0.1998
GNAF-GANSW716835446,98,203115.8,0.2109
GNAF-GANSW716835447,98,128456.64,0.2116
GNAF-GANSW716835451,98,251672.45,0.1576
GNAF-GANSW717029586,98,61159.87,0.2262
GNAF-GANSW704802422,98,36793.41,0.2072
GNAF-GANSW704790584,98,60154.96,0.2719
GNAF-GANSW717013308,98,69558.82,0.2518
GNAF-GANSW717908234,98,58048.07,0.189
GNAF-GANSW716495363,98,86383.11,0.2493
GNAF-GANSW718054586,98,61395.05,0.2502
GNAF-GANSW710172345,98,57677.61,0.2531
GNAF-GANSW712272037,98,84297.35,0.3695
GNAF-GANSW705940720,98,63629.64,0.2569
GNAF-GANSW704787346,98,86675.98,0.2433
GNAF-GANSW704653345,98,59334.99,0.2358
GNAF-GANSW716500351,98,35731.27,0.2321
GNAF-GANSW716500343,98,77084.13,0.2376
GNAF-GANSW717014426,98,59524.1,0.3563
GNAF-GANSW708390112,98,46170.55,0.238
GNAF-GANSW719388938,98,73238.65,0.2311
GNAF-GANSW721524086,98,53213.37,0.3775
GNAF-GANSW720342603,98,67811.69,0.2149
GNAF-GANSW716790807,98,107850.72,0.2169
GNAF-GANSW719474485,98,63757.44,0.2366
GNAF-GANSW719738640,98,56896.9,0.259
GNAF-GANSW718050687,98,32249.49,0.3813
GNAF-GANSW719388635,98,32043.43,0.3873
GNAF-GANSW705226229,98,168087.6,0.3435
GNAF-GANSW712286062,98,1659486.29,0.3305
GNAF-GANSW704803510,98,53253.66,0.2663
GNAF-GANSW704800198,98,121008.09,0.2382
GNAF-GANSW705961291,98,74478.95,0.1992
GNAF-GANSW718279968,98,56092.46,0.2424
GNAF-GANSW712300803,98,68814.36,0.2335
GNAF-GANSW720901387,98,47288.5,0.3864
GNAF-GANSW704656011,98,96585.64,0.1948
GNAF-GANSW704636393,98,81522.06,0.2271
GNAF-GANSW704651981,98,74306.31,0.2545
GNAF-GANSW704639494,98,95738.18,0.2396
GNAF-GANSW704655367,98,57377.61,0.2022
GNAF-GANSW704650523,98,73868.29,0.2417
GNAF-GANSW718559175,98,56413.14,0.2798
GNAF-GANSW717903550,98,48007.8,0.3885
GNAF-GANSW710182705,98,44432.5,0.2687
GNAF-GANSW710146051,98,49543.3,0.2175
GNAF-GANSW704652755,98,52202.47,0.243
GNAF-GANSW704642136,98,55484.28,0.2787
GNAF-GANSW704656464,98,53592.79,0.2583
GNAF-GANSW704642549,98,52984.93,0.2458
GNAF-GANSW708380490,98,77369.31,0.2462
GNAF-GANSW708016426,98,73897.6,0.2268
GNAF-GANSW704653378,98,78320.94,0.1856
GNAF-GANSW708000549,98,66266.51,0.2334
GNAF-GANSW708002413,98,73334.42,0.2447
GNAF-GANSW704637125,98,81092.13,0.213
GNAF-GANSW704653356,98,69426.84,0.2406
GNAF-GANSW707991787,98,63678.43,0.2231
GNAF-GANSW719192094,98,92880.48,0.3406
GNAF-GANSW719193023,98,67736.8,0.3724
GNAF-GANSW719193971,98,40435.98,0.3752
GNAF-GANSW704652740,98,106027.84,0.2132
GNAF-GANSW718061769,98,53903.85,0.3864
GNAF-GANSW712302890,98,31826.25,0.3369
GNAF-GANSW708390242,98,61908.92,0.2413
GNAF-GANSW708376756,98,47008.1,0.2037
GNAF-GANSW717028381,98,52265.02,0.2717
GNAF-GANSW717019062,98,97052.65,0.2387
GNAF-GANSW718060428,98,57745.04,0.2262
GNAF-GANSW717019063,98,60299.28,0.2546
GNAF-GANSW717029587,98,43907.71,0.2606
GNAF-GANSW717029588,98,65696.68,0.2434
GNAF-GANSW717029589,98,59856.49,0.2351
GNAF-GANSW717029591,98,69797.69,0.2485
GNAF-GANSW705934314,98,72102.83,0.2598
GNAF-GANSW717094498,98,82481.51,0.3281
GNAF-GANSW717029593,98,68402.53,0.2445
GNAF-GANSW721007855,98,60970.56,0.1945
GNAF-GANSW717292762,98,76887.3,0.2067
GNAF-GANSW712286061,98,2802515.88,0.3023
GNAF-GANSW705527539,98,81086.73,0.214
GNAF-GANSW705522783,98,68356.38,0.2618
GNAF-GANSW705961304,98,74380.72,0.2264
GNAF-GANSW717620122,98,31023.48,0.3814
GNAF-GANSW717620123,98,29332.42,0.3814
GNAF-GANSW717620125,98,39737.3,0.3714
GNAF-GANSW717620126,98,32526.0,0.3841
GNAF-GANSW717620127,98,42068.89,0.3718
GNAF-GANSW717620129,98,147072.52,0.331
GNAF-GANSW717972909,98,64077.66,0.2569
GNAF-GANSW716500347,98,73233.25,0.2085
GNAF-GANSW716500350,98,37080.88,0.2764
GNAF-GANSW716500352,98,52482.36,0.2575
GNAF-GANSW718429694,98,86277.35,0.2399
GNAF-GANSW705230553,98,39707.9,0.3779
GNAF-GANSW705219266,98,49622.83,0.3751
GNAF-GANSW705226147,98,201362.32,0.3078
GNAF-GANSW705229514,98,65924.78,0.3324
GNAF-GANSW718091422,98,80378.09,0.24
GNAF-GANSW716493835,98,65753.02,0.2107
GNAF-GANSW716493829,98,57274.77,0.2543
GNAF-GANSW716493807,98,73549.04,0.239
GNAF-GANSW716501298,98,48810.5,0.2658
GNAF-GANSW717908237,98,65196.81,0.192
GNAF-GANSW708016423,98,51818.19,0.1982
GNAF-GANSW709059563,98,72057.54,0.2572
GNAF-GANSW708000556,98,60336.3,0.2008
GNAF-GANSW708012625,98,69633.31,0.2096
GNAF-GANSW718054519,98,54984.56,0.2104
GNAF-GANSW717860922,98,72409.28,0.215
GNAF-GANSW705216026,98,456379.71,0.3321
GNAF-GANSW719895702,98,73679.38,0.2156
GNAF-GANSW705213318,98,61788.54,0.3828
GNAF-GANSW705214470,98,71736.51,0.3573
GNAF-GANSW705219379,98,68880.71,0.3585
GNAF-GANSW705228825,98,134250.92,0.3332
GNAF-GANSW705250612,98,54194.96,0.3773
GNAF-GANSW705219313,98,215696.34,0.3443
GNAF-GANSW716390939,98,81517.1,0.2177
GNAF-GANSW720168273,98,61088.3,0.2365
GNAF-GANSW717280484,98,71836.62,0.2258
GNAF-GANSW705229516,98,84799.12,0.3651
GNAF-GANSW705219374,98,54569.94,0.3852
GNAF-GANSW705219428,98,73021.79,0.3706
GNAF-GANSW718050340,98,85888.77,0.2507
GNAF-GANSW705219262,98,61390.02,0.3378
GNAF-GANSW705225240,98,69543.74,0.3669
GNAF-GANSW705228790,98,72266.42,0.3614
GNAF-GANSW705230979,98,62441.86,0.3673
GNAF-GANSW705250616,98,75303.4,0.3156
GNAF-GANSW705221984,98,43330.53,0.3482
GNAF-GANSW705228816,98,39101.74,0.3717
GNAF-GANSW705215939,98,56727.44,0.3848
GNAF-GANSW705213365,98,106962.27,0.3584
GNAF-GANSW705226142,98,111999.65,0.2893
GNAF-GANSW705219271,98,62314.13,0.3637
GNAF-GANSW705233595,98,74460.48,0.3678
GNAF-GANSW705219967,98,80047.37,0.3646
GNAF-GANSW705250583,98,43959.43,0.345
GNAF-GANSW719392039,98,59994.34,0.2148
GNAF-GANSW717029689,98,65214.12,0.2734
GNAF-GANSW705950975,98,52908.26,0.2615
GNAF-GANSW709831658,98,44233.86,0.289
GNAF-GANSW709825170,98,63519.9,0.2735
GNAF-GANSW717094586,98,61548.64,0.2378
GNAF-GANSW717094587,98,54428.55,0.2935
GNAF-GANSW708017131,98,66892.65,0.244
GNAF-GANSW708008320,98,57300.76,0.2535
GNAF-GANSW717094579,98,63123.31,0.2563
GNAF-GANSW721622015,98,88844.82,0.1692
GNAF-GANSW717214070,98,42610.13,0.2306
GNAF-GANSW716498395,98,36349.41,0.2691
GNAF-GANSW716427484,98,104257.32,0.2392
GNAF-GANSW710133369,98,52160.03,0.2799
GNAF-GANSW716501801,98,73535.79,0.2486
GNAF-GANSW710180603,98,59296.21,0.2419
GNAF-GANSW721626657,98,44105.4,0.2578
GNAF-GANSW717013311,98,51484.86,0.2705
GNAF-GANSW721803999,98,95233.31,0.3395
GNAF-GANSW712285177,98,66812.87,0.2244
GNAF-GANSW704642135,98,53522.86,0.2293
GNAF-GANSW717095495,98,90391.73,0.2453
GNAF-GANSW709845879,98,43294.4,0.2816
GNAF-GANSW715605797,98,2516558.99,0.3311
GNAF-GANSW705960932,98,46330.06,0.2726
GNAF-GANSW705547077,98,48596.83,0.2866
GNAF-GANSW712299112,98,29248.19,0.349
GNAF-GANSW705214471,98,77932.41,0.3683
GNAF-GANSW717012558,98,90158.34,0.3393
GNAF-GANSW721176921,98,85588.27,0.2169
GNAF-GANSW705236231,98,61010.82,0.3855
GNAF-GANSW717932328,98,87034.04,0.2172
GNAF-GANSW717932326,98,88928.17,0.2154
GNAF-GANSW717932327,98,106568.53,0.2007
GNAF-GANSW717689220,98,53878.78,0.2723
GNAF-GANSW705226141,98,46216.73,0.3467
GNAF-GANSW709540289,98,45773.65,0.3811
GNAF-GANSW704658623,98,91979.17,0.2384
GNAF-GANSW718275832,98,63464.89,0.3493
GNAF-GANSW704655412,98,61711.9,0.2463
GNAF-GANSW704653804,98,38466.77,0.2629
GNAF-GANSW704655403,98,61706.66,0.2574
GNAF-GANSW704653826,98,52527.57,0.262
GNAF-GANSW704636218,98,50352.56,0.2726
GNAF-GANSW712292074,98,42795.01,0.3742
GNAF-GANSW716630722,98,63724.05,0.2231
GNAF-GANSW719489824,98,109462.68,0.2141
GNAF-GANSW719472291,98,119891.36,0.1616
GNAF-GANSW704800194,98,84790.46,0.1997
GNAF-GANSW704648083,98,94471.88,0.2279
GNAF-GANSW717594383,98,40611.78,0.3672
GNAF-GANSW717594388,98,53739.76,0.3666
GNAF-GANSW718086152,98,50048.21,0.2714
GNAF-GANSW712279930,98,45771.61,0.3564
GNAF-GANSW704642554,98,62614.07,0.1965
GNAF-GANSW716389099,98,101380.05,0.2052
GNAF-GANSW709551243,98,52926.73,0.365
GNAF-GANSW704648048,98,63070.16,0.2582
GNAF-GANSW717594381,98,40921.88,0.3812
GNAF-GANSW704642628,98,51010.94,0.2632
GNAF-GANSW704636395,98,78178.43,0.2278
GNAF-GANSW704653402,98,95275.15,0.2309
GNAF-GANSW712275710,98,40727.84,0.3741
GNAF-GANSW712276725,98,64156.02,0.3712
GNAF-GANSW712265541,98,51229.45,0.3779
GNAF-GANSW712279929,98,37204.04,0.3883
GNAF-GANSW712268911,98,38503.86,0.364
GNAF-GANSW712295657,98,89796.26,0.3287
GNAF-GANSW712268912,98,30610.38,0.3669
GNAF-GANSW712269214,98,29334.67,0.3564
GNAF-GANSW713130840,98,31971.64,0.3807
GNAF-GANSW704649889,98,78967.14,0.2608
GNAF-GANSW718086158,98,68195.22,0.2499
GNAF-GANSW712292084,98,26369.36,0.3706
GNAF-GANSW718091872,98,42420.38,0.2337
GNAF-GANSW705230971,98,78258.63,0.3383
GNAF-GANSW704790580,98,134504.69,0.2026
GNAF-GANSW704807699,98,74886.58,0.2529
GNAF-GANSW704802414,98,108510.89,0.1977
GNAF-GANSW704807698,98,107901.86,0.2454
GNAF-GANSW718919526,98,77999.47,0.1829
GNAF-GANSW708275647,98,62994.17,0.2524
GNAF-GANSW704653364,98,46476.64,0.2574
GNAF-GANSW704645361,98,73082.19,0.2457
GNAF-GANSW705940710,98,44939.61,0.2707
GNAF-GANSW709835595,98,45669.54,0.2883
GNAF-GANSW716465362,98,50491.65,0.2878
GNAF-GANSW716501759,98,78250.68,0.257
GNAF-GANSW705531200,98,65028.97,0.2895
GNAF-GANSW705522781,98,48001.36,0.2813
GNAF-GANSW717102643,98,76954.2,0.2667
GNAF-GANSW705531222,98,63913.72,0.2225
GNAF-GANSW705531201,98,50022.07,0.2479
GNAF-GANSW705537114,98,72959.91,0.2232
GNAF-GANSW705537064,98,47364.6,0.2889
GNAF-GANSW705550119,98,71400.55,0.2307
GNAF-GANSW705530163,98,67221.23,0.2497
GNAF-GANSW718051395,98,66065.37,0.3555
GNAF-GANSW718051397,98,72963.35,0.3683
GNAF-GANSW720421113,98,72586.82,0.3694
GNAF-GANSW709072438,98,48542.44,0.2179
GNAF-GANSW704650524,98,53117.32,0.2147
GNAF-GANSW704636480,98,59358.93,0.1901
GNAF-GANSW708003460,98,52719.55,0.2222
GNAF-GANSW707990000,98,52361.25,0.2159
GNAF-GANSW720681313,98,111627.0,0.1983
GNAF-GANSW712286020,98,44916.17,0.3777
GNAF-GANSW709536349,98,60814.69,0.3355
GNAF-GANSW712299111,98,27176.42,0.3564
GNAF-GANSW717011993,98,27837.21,0.3791
GNAF-GANSW705226233,98,56255.72,0.384
GNAF-GANSW704653831,98,51599.47,0.2447
GNAF-GANSW710176833,98,53536.65,0.2446
GNAF-GANSW710166696,98,56799.11,0.2705
GNAF-GANSW710182718,98,56610.37,0.2575
GNAF-GANSW710182687,98,79972.74,0.202
GNAF-GANSW716835450,98,191403.57,0.207
GNAF-GANSW705920534,98,57026.91,0.2737
GNAF-GANSW708389334,98,56267.13,0.2616
GNAF-GANSW708390109,98,51805.25,0.2787
GNAF-GANSW704643688,98,72389.98,0.2035
GNAF-GANSW710180618,98,40106.49,0.278
GNAF-GANSW710180061,98,48817.13,0.274
GNAF-GANSW705930874,98,55830.82,0.2491
GNAF-GANSW712256478,98,71687.47,0.2015
GNAF-GANSW708389396,98,63641.41,0.2598
GNAF-GANSW708390106,98,61817.17,0.211
GNAF-GANSW705940734,98,91277.5,0.2454
GNAF-GANSW710173920,98,47873.27,0.2813
GNAF-GANSW710180612,98,62457.32,0.2554
GNAF-GANSW710180605,98,103054.59,0.2206
GNAF-GANSW712256479,98,51006.39,0.2356
GNAF-GANSW710152869,98,55035.4,0.2392
GNAF-GANSW708378539,98,65144.92,0.2421
GNAF-GANSW705927211,98,60207.72,0.2769
GNAF-GANSW710163449,98,195898.09,0.1869
GNAF-GANSW710163433,98,50544.44,0.2634
GNAF-GANSW705944317,98,69465.09,0.2581
GNAF-GANSW705916966,98,66476.53,0.2419
GNAF-GANSW705968440,98,45981.13,0.2666
GNAF-GANSW712256480,98,64352.23,0.2224
GNAF-GANSW716501803,98,90829.07,0.2413
GNAF-GANSW705950980,98,73657.83,0.2525
GNAF-GANSW705961310,98,65597.19,0.2561
GNAF-GANSW708390105,98,57656.8,0.2586
GNAF-GANSW705928322,98,74441.77,0.2258
GNAF-GANSW718042549,98,53792.35,0.3818
GNAF-GANSW704770438,98,101162.45,0.201
GNAF-GANSW719193399,98,93318.91,0.3727
GNAF-GANSW717029592,98,65564.5,0.2445
GNAF-GANSW717029784,98,47560.1,0.2831
GNAF-GANSW719288191,98,88208.38,0.3353
GNAF-GANSW717012562,98,182601.38,0.3382
GNAF-GANSW718028959,98,251535.91,0.3429
GNAF-GANSW705236494,98,68065.79,0.3588
GNAF-GANSW705231351,98,226724.16,0.3429
GNAF-GANSW717024481,98,94468.02,0.2649
GNAF-GANSW704642553,98,59835.38,0.2622
GNAF-GANSW705968457,98,62870.58,0.2679
GNAF-GANSW716407881,98,48456.86,0.3729
GNAF-GANSW718501508,98,61232.29,0.2711
GNAF-GANSW718051622,98,152367.29,0.3464
GNAF-GANSW705934300,98,70750.03,0.2626
GNAF-GANSW705920800,98,30571.34,0.2755
GNAF-GANSW705968460,98,79978.96,0.2548
GNAF-GANSW705944716,98,53136.26,0.2481
GNAF-GANSW705927188,98,44056.72,0.2742
GNAF-GANSW718051636,98,225581.6,0.3027
GNAF-GANSW716594633,98,77492.34,0.2282
GNAF-GANSW716594635,98,72425.51,0.2416
GNAF-GANSW704787326,98,93408.26,0.2394
GNAF-GANSW704793284,98,32988.43,0.2535
GNAF-GANSW718051655,98,197345.71,0.2906
GNAF-GANSW717095499,98,52661.79,0.2695
GNAF-GANSW718504684,98,52497.99,0.2702
GNAF-GANSW705225299,98,66665.56,0.3686
GNAF-GANSW707532564,98,86119.94,0.2138
GNAF-GANSW712269327,98,89940.18,0.3584
GNAF-GANSW710163296,98,65315.43,0.2548
GNAF-GANSW708379545,98,53869.46,0.2606
GNAF-GANSW705921194,98,67440.14,0.2634
GNAF-GANSW705927210,98,71359.22,0.1911
GNAF-GANSW710177063,98,74725.52,0.2044
GNAF-GANSW705944673,98,56210.58,0.2543
GNAF-GANSW716492015,98,54764.03,0.2745
GNAF-GANSW705938490,98,61403.85,0.2569
GNAF-GANSW705927240,98,91004.65,0.2371
GNAF-GANSW710166130,98,54129.48,0.2798
GNAF-GANSW705968516,98,76479.0,0.262
GNAF-GANSW705968501,98,95934.88,0.1943
GNAF-GANSW716731948,98,51946.8,0.2624
GNAF-GANSW716731806,98,110350.09,0.1455
GNAF-GANSW705940715,98,49272.52,0.2539
GNAF-GANSW705927229,98,53843.11,0.273
GNAF-GANSW716743267,98,61341.43,0.2777
GNAF-GANSW705940693,98,59465.47,0.2584
GNAF-GANSW705950978,98,49627.13,0.273
GNAF-GANSW716498196,98,51892.78,0.2573
GNAF-GANSW710152513,98,53942.77,0.2312
GNAF-GANSW716501818,98,65892.58,0.2598
GNAF-GANSW716500339,98,51156.57,0.2335
GNAF-GANSW710170740,98,48417.2,0.2733
GNAF-GANSW705921144,98,66665.85,0.2567
GNAF-GANSW705941760,98,70583.68,0.2357
GNAF-GANSW716500345,98,55986.23,0.2553
GNAF-GANSW716501804,98,42386.06,0.279
GNAF-GANSW705927228,98,63436.57,0.2175
GNAF-GANSW716501796,98,78918.56,0.2592
GNAF-GANSW716501793,98,123838.79,0.1733
GNAF-GANSW716744351,98,68255.57,0.1989
GNAF-GANSW716746066,98,70816.97,0.2498
GNAF-GANSW716746060,98,42086.65,0.2729
GNAF-GANSW716301720,98,61330.5,0.2331
GNAF-GANSW716301722,98,65318.41,0.2381
GNAF-GANSW716744863,98,74792.53,0.2554
GNAF-GANSW705960930,98,49924.14,0.2584
GNAF-GANSW705940698,98,96116.04,0.2385
GNAF-GANSW715841228,98,65829.76,0.2555
GNAF-GANSW705944320,98,59106.26,0.2619
GNAF-GANSW708389394,98,76668.38,0.2579
GNAF-GANSW716727144,98,53647.99,0.2566
GNAF-GANSW717050876,98,79370.62,0.1883
GNAF-GANSW716500356,98,62518.16,0.2335
GNAF-GANSW716500342,98,69447.74,0.258
GNAF-GANSW705916964,98,72677.59,0.2045
GNAF-GANSW716301681,98,96494.13,0.231
GNAF-GANSW712315530,98,53372.38,0.2263
GNAF-GANSW705952012,98,91544.35,0.2407
GNAF-GANSW716501817,98,72343.3,0.2457
GNAF-GANSW705968500,98,74714.55,0.2374
GNAF-GANSW716495365,98,44059.69,0.2332
GNAF-GANSW710139876,98,66665.63,0.1945
GNAF-GANSW716495371,98,49568.17,0.2646
GNAF-GANSW716489637,98,54280.24,0.2795
GNAF-GANSW716500348,98,78769.72,0.258
GNAF-GANSW705968442,98,80685.67,0.2466
GNAF-GANSW716493819,98,71342.67,0.2543
GNAF-GANSW716493824,98,49641.96,0.265
GNAF-GANSW716500355,98,80566.71,0.2525
GNAF-GANSW716500357,98,74523.6,0.2391
GNAF-GANSW716495357,98,66848.16,0.2535
GNAF-GANSW716490484,98,47543.0,0.2267
GNAF-GANSW705920842,98,81310.14,0.2043
GNAF-GANSW710169262,98,56695.28,0.277
GNAF-GANSW708018096,98,88774.2,0.2265
GNAF-GANSW705233607,98,120228.93,0.3295
GNAF-GANSW704803508,98,86237.33,0.1588
GNAF-GANSW704799068,98,106854.99,0.1955
GNAF-GANSW704783628,98,118664.35,0.2454
GNAF-GANSW716474274,98,44443.88,0.2825
GNAF-GANSW704801760,98,107505.88,0.1922
GNAF-GANSW704800199,98,93650.99,0.2362
GNAF-GANSW712292073,98,39530.93,0.3721
GNAF-GANSW717092472,98,60488.5,0.2491
GNAF-GANSW717620128,98,32605.48,0.3814
GNAF-GANSW716836500,98,67845.67,0.2253
GNAF-GANSW716841561,98,142294.82,0.3332
GNAF-GANSW705530170,98,76829.76,0.2287
GNAF-GANSW705540122,98,52434.2,0.2746
GNAF-GANSW705547074,98,39672.84,0.2849
GNAF-GANSW709851564,98,96402.14,0.2025
GNAF-GANSW709845616,98,54942.32,0.2658
GNAF-GANSW705930701,98,82322.44,0.2295
GNAF-GANSW705954617,98,58259.1,0.2732
GNAF-GANSW705938514,98,75057.7,0.2554
GNAF-GANSW705944644,98,72037.88,0.196
GNAF-GANSW705921145,98,52228.74,0.2374
GNAF-GANSW705944648,98,49894.31,0.2087
GNAF-GANSW705927212,98,55279.3,0.2724
GNAF-GANSW705968469,98,80317.35,0.2403
GNAF-GANSW719351366,98,654703.85,0.3114
GNAF-GANSW705961270,98,81164.42,0.2465
GNAF-GANSW705954600,98,82493.4,0.2563
GNAF-GANSW705944658,98,55893.15,0.2517
GNAF-GANSW705920524,98,52609.98,0.2756
GNAF-GANSW705952015,98,38105.45,0.2751
GNAF-GANSW705968456,98,74555.65,0.1911
GNAF-GANSW705927241,98,71561.0,0.2505
GNAF-GANSW705968438,98,69033.93,0.2531
GNAF-GANSW705930870,98,64988.99,0.2562
GNAF-GANSW705921187,98,147527.92,0.2075
GNAF-GANSW705938487,98,64727.18,0.2575
GNAF-GANSW705961287,98,60494.24,0.2477
GNAF-GANSW705941758,98,82669.86,0.2414
GNAF-GANSW717895647,98,46405.44,0.3615
GNAF-GANSW705226168,98,45216.45,0.3431
GNAF-GANSW705920541,98,54885.5,0.2202
GNAF-GANSW716495355,98,50180.52,0.2235
GNAF-GANSW705230323,98,83998.14,0.3298
GNAF-GANSW705244734,98,47277.44,0.3759
GNAF-GANSW710182818,98,49426.44,0.2726
GNAF-GANSW704653874,98,82661.86,0.2235
GNAF-GANSW709845885,98,62757.24,0.2333
GNAF-GANSW716995860,98,78726.27,0.3583
GNAF-GANSW712293292,98,53694.68,0.3834
GNAF-GANSW712278540,98,71931.22,0.3347
GNAF-GANSW708007285,98,80404.88,0.2129
GNAF-GANSW718050338,98,90824.84,0.2463
GNAF-GANSW716995862,98,78300.67,0.3295
GNAF-GANSW712258930,98,75409.92,0.2166
GNAF-GANSW716836619,98,59509.06,0.2647
GNAF-GANSW712278544,98,69045.01,0.3705
GNAF-GANSW705236976,98,91359.83,0.3449
GNAF-GANSW709803624,98,55291.64,0.2882
GNAF-GANSW716501795,98,55060.32,0.2623
GNAF-GANSW719190039,98,84894.11,0.3339
GNAF-GANSW718766165,98,90119.56,0.2631
GNAF-GANSW712258929,98,81057.22,0.2168
GNAF-GANSW719390103,98,75421.37,0.2544
GNAF-GANSW707999712,98,51868.29,0.2059
GNAF-GANSW717908235,98,72247.0,0.189
GNAF-GANSW709845887,98,54613.74,0.2883
GNAF-GANSW709838541,98,38599.21,0.2719
GNAF-GANSW715986790,98,36081.9,0.3842
GNAF-GANSW715986792,98,40594.98,0.3727
GNAF-GANSW717792527,98,51505.47,0.2288
GNAF-GANSW719948717,98,28597.8,0.3701
GNAF-GANSW705236279,98,65537.57,0.3644
GNAF-GANSW717110664,98,56365.32,0.2708
GNAF-GANSW705247359,98,61084.67,0.3357
GNAF-GANSW716732656,98,62560.11,0.37
GNAF-GANSW705230863,98,35603.95,0.3435
GNAF-GANSW705230312,98,48300.71,0.3788
GNAF-GANSW705213335,98,83296.24,0.329
GNAF-GANSW717021162,98,148831.5,0.3304
GNAF-GANSW712286023,98,268182.56,0.2999
GNAF-GANSW718061995,98,29348.79,0.3871
GNAF-GANSW717110668,98,83866.51,0.269
GNAF-GANSW717110669,98,103651.07,0.2094
GNAF-GANSW717110666,98,77508.91,0.2205
GNAF-GANSW719387499,98,71745.41,0.359
GNAF-GANSW720098261,98,55228.07,0.2605
GNAF-GANSW705960948,98,70040.77,0.194
GNAF-GANSW705916899,98,75727.68,0.2044
GNAF-GANSW705954614,98,55533.82,0.2633
GNAF-GANSW705934416,98,70238.7,0.2424
GNAF-GANSW705960921,98,61245.29,0.2628
GNAF-GANSW705964860,98,97128.79,0.2574
GNAF-GANSW705228797,98,119957.25,0.3407
GNAF-GANSW705228821,98,68583.17,0.3479
GNAF-GANSW705248019,98,305357.17,0.3103
GNAF-GANSW705964858,98,44755.87,0.2769
GNAF-GANSW705216042,98,67309.65,0.3756
GNAF-GANSW715636380,98,35887.28,0.3854
GNAF-GANSW721175274,98,42190.45,0.2599
GNAF-GANSW717014013,98,65640.73,0.2117
GNAF-GANSW717620118,98,44493.78,0.3839
GNAF-GANSW717620119,98,33267.68,0.3802
GNAF-GANSW717620120,98,37681.33,0.3718
GNAF-GANSW718047672,98,60176.58,0.2387
GNAF-GANSW705917242,98,57077.89,0.2499
GNAF-GANSW704655952,98,99330.59,0.227
GNAF-GANSW717280514,98,62590.89,0.2485
GNAF-GANSW709609042,98,121638.28,0.3423
GNAF-GANSW716405644,98,62994.83,0.259
GNAF-GANSW705221562,98,64920.52,0.3592
GNAF-GANSW705219378,98,90710.09,0.3335
GNAF-GANSW705221939,98,66402.14,0.3738
GNAF-GANSW705221561,98,61514.35,0.3364
GNAF-GANSW705215921,98,157639.97,0.298
GNAF-GANSW718506927,98,19688.4,0.3745
GNAF-GANSW718506928,98,20803.15,0.3719
GNAF-GANSW717028362,98,56876.63,0.2432
GNAF-GANSW705233587,98,83597.52,0.3199
GNAF-GANSW705244715,98,77880.78,0.318
GNAF-GANSW717028374,98,42731.11,0.2768
GNAF-GANSW705233605,98,80976.5,0.3571
GNAF-GANSW705217358,98,75329.2,0.3323
GNAF-GANSW705225289,98,67502.77,0.3603
GNAF-GANSW716495476,98,40550.95,0.2396
GNAF-GANSW705219261,98,45991.09,0.3488
GNAF-GANSW705221961,98,134422.46,0.3027
GNAF-GANSW705229675,98,276633.56,0.3299
GNAF-GANSW705215981,98,52813.06,0.3762
GNAF-GANSW710155991,98,58374.22,0.2767
GNAF-GANSW712295615,98,41117.16,0.3536
GNAF-GANSW717346943,98,54923.54,0.2738
GNAF-GANSW717462435,98,40877.06,0.3682
GNAF-GANSW705216725,98,66869.49,0.3681
GNAF-GANSW717461067,98,63293.71,0.269
GNAF-GANSW718275134,98,75917.35,0.329
GNAF-GANSW704800200,98,84061.43,0.2043
GNAF-GANSW712288848,98,66510.72,0.3678
GNAF-GANSW717470758,98,59647.85,0.2315
GNAF-GANSW716488873,98,93906.55,0.2543
GNAF-GANSW705927236,98,39355.2,0.2599
GNAF-GANSW719392412,98,57046.2,0.2464
GNAF-GANSW715986800,98,32743.09,0.3873
GNAF-GANSW710180602,98,65566.69,0.2193
GNAF-GANSW710182685,98,58354.98,0.2661
GNAF-GANSW710173922,98,110669.95,0.2246
GNAF-GANSW705920817,98,34484.27,0.2365
GNAF-GANSW721804225,98,49343.78,0.3872
GNAF-GANSW716813284,98,89615.05,0.3582
GNAF-GANSW705247364,98,74540.73,0.3616
GNAF-GANSW705219268,98,36375.29,0.3282
GNAF-GANSW705236233,98,58980.87,0.3819
GNAF-GANSW705231354,98,43776.8,0.3465
GNAF-GANSW705227230,98,63444.16,0.3458
GNAF-GANSW705227226,98,40840.51,0.348
GNAF-GANSW705219286,98,61118.78,0.3472
GNAF-GANSW705219280,98,68249.34,0.3647
GNAF-GANSW705214505,98,101229.27,0.3411
GNAF-GANSW705228829,98,76594.09,0.334
GNAF-GANSW704652758,98,59886.78,0.2368
GNAF-GANSW704653367,98,40985.66,0.2759
GNAF-GANSW704656470,98,61645.51,0.2114
GNAF-GANSW705230289,98,66366.49,0.3462
GNAF-GANSW705230329,98,57110.65,0.3441
GNAF-GANSW705221560,98,42980.7,0.35
GNAF-GANSW705247360,98,56181.67,0.3777
GNAF-GANSW705213382,98,73279.77,0.3693
GNAF-GANSW704649371,98,69510.91,0.1985
GNAF-GANSW705221947,98,162278.51,0.3325
GNAF-GANSW705228780,98,45807.7,0.3428
GNAF-GANSW705236934,98,41057.09,0.3797
GNAF-GANSW705221955,98,44596.8,0.3474
GNAF-GANSW705213431,98,55221.16,0.3544
