property_id,address,suburb,postcode,latitude,longitude,ground_elevation_m_ahd,building_footprint,building_area_m2,dwelling_structure_census,bedroom_count,vehicle_count,ev_count,affluence_score,construction_type,floor_height_offset_m,switchboard_type,circuit_count,kitchen_spec,flooring,building_age_years,flood_planning_level_m_ahd,peak_water_level_m_ahd,peak_depth_above_floor_m,depth_above_floor_m,wetted_wall_area_m2,severity_factor,switchboard_cost_aud,plasterboard_cost_aud,flooring_cost_aud,kitchen_cabinetry_cost_aud,electrical_cost_aud,appliance_cost_aud,drying_decon_cost_aud,painting_cost_aud,demolition_cost_aud,initial_estimated_cost_aud,insurance_delay_days,job_start_day,job_duration_days,job_end_day,scope_multiplier,stockout_day_relevant,labour_actual_aud,materials_actual_aud,actual_repair_cost_aud
GNAF-GANSW716301705,49 CANIABA STREET,SOUTH LISMORE,2480,-28.80539974,153.25720063,11.364999771118164,,90.1,separate_house,3,2,0,0.0,high_stumps,1.5,ceramic_fuse,7,basic_laminate,timber_floorboards,85,13.4,14.4,1.535,1.535,69.67,1.768,1507.02,8107.5,9438.21,3714.95,1315.88,3224.6,5860.66,2298.11,4469.12,39936.05,3.87,313,18,331,1.4,True,27212.45,23784.98,50997.42
GNAF-GANSW718047465,28 WARATAH WAY,GOONELLABAH,2480,-28.82534663,153.33837745,155.53700256347656,,94.7,separate_house,3,3,0,0.9328621908127208,short_stumps,0.5,circuit_breaker_rcd,13,stone_benchtop,tile,27,13.4,14.4,0.0,0.0,11.68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW705225310,5 SHERWOOD DRIVE,LISMORE,2480,-28.81588858,153.29510004,41.051998138427734,,74.2,separate_house,3,3,0,0.15901060070671377,high_stumps,1.5,circuit_breaker_basic,8,standard_laminate,timber_floorboards,59,13.4,14.4,0.0,0.0,10.34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW712309031,UNIT 3 5 JAMES ROAD,GOONELLABAH,2480,-28.81089137,153.34401255,154.093994140625,"[[153.344348, -28.810576], [153.3441766, -28.8107015], [153.3438771, -28.810661200000002], [153.3438608, -28.810746599999998], [153.3442016, -28.8107907], [153.3444064, -28.8106444], [153.344348, -28.810576]]",43.5,separate_house,3,2,0,0.9328621908127208,short_stumps,0.5,circuit_breaker_rcd,12,stone_benchtop,tile,27,13.4,14.4,0.0,0.0,7.91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW718275314,UNIT 58 61 CANIABA STREET,SOUTH LISMORE,2480,-28.80648658,153.25691366,11.017000198364258,,98.3,separate_house,3,0,0,0.0,short_stumps,0.5,ceramic_fuse,7,basic_laminate,carpet,165,13.4,14.4,2.883,2.883,95.18,2.0,1530.75,8881.43,5325.23,3896.95,1389.97,4609.91,4577.79,2942.41,3803.52,36957.96,8.89,225,17,242,1.4,True,23342.93,27451.94,50794.87
GNAF-GANSW718275298,UNIT 28 61 CANIABA STREET,SOUTH LISMORE,2480,-28.80648658,153.25691366,11.017000198364258,,63.4,separate_house,2,0,0,0.0,short_stumps,0.5,ceramic_fuse,6,basic_laminate,carpet,159,13.4,14.4,2.883,2.883,76.44,2.0,1055.32,9583.36,5203.56,3539.89,1179.0,3854.6,2698.75,2980.02,2399.81,32494.31,5.29,238,13,251,1.4,True,25587.63,25826.92,51414.55
GNAF-GANSW717012550,UNIT 5 44 CARRINGTON STREET,LISMORE,2480,-28.81046121,153.27652167,10.272000312805176,"[[153.2763272, -28.810173800000012], [153.2757611, -28.8110261], [153.2760016, -28.81115189999999], [153.276067, -28.811051399999997], [153.2761213, -28.811082], [153.2762656, -28.810866100000002], [153.2762988, -28.81088319999999], [153.27648730000004, -28.8109805], [153.2765116, -28.810992999999996], [153.27644870000003, -28.8110862], [153.2765312, -28.811130199999994], [153.2766802, -28.811209600000005], [153.2766923, -28.8112161], [153.2768734, -28.810958599999992], [153.2769788, -28.811002300000002], [153.2772228, -28.810608699999992], [153.2763272, -28.810173800000012]]",172.7,separate_house,5,2,0,0.15901060070671377,short_stumps,0.5,circuit_breaker_rcd,9,standard_laminate,vinyl,40,13.4,14.4,3.628,3.628,126.16,2.0,2139.13,11368.73,7606.78,6558.59,2058.8,4845.61,8322.83,3777.4,7092.78,53770.67,5.92,179,18,197,1.4,True,34747.82,37718.5,72466.32
GNAF-GANSW712290819,UNIT 1 33-35 ROUS ROAD,GOONELLABAH,2480,-28.81857768,153.31824553,177.84800720214844,"[[153.3184308, -28.818546100000006], [153.3184133, -28.818489800000002], [153.3183483, -28.818501500000004], [153.3183469, -28.818493000000004], [153.3182977, -28.8185055], [153.3183019, -28.81851650000001], [153.3182303, -28.81853290000001], [153.3182392, -28.8185725], [153.318277, -28.8185639], [153.318282, -28.818584000000005], [153.3183161, -28.818575999999986], [153.3183247, -28.8186123], [153.3184206, -28.81858919999999], [153.3184133, -28.8185485], [153.3184308, -28.818546100000006]]",5.3,separate_house,3,0,0,0.9328621908127208,slab_on_ground,0.15,ceramic_fuse,5,basic_laminate,carpet,76,13.4,14.4,0.0,0.0,2.76,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW716740400,4 PLATYPUS PLACE,GOONELLABAH,2480,-28.82582664,153.33577636,145.1649932861328,,100.6,separate_house,3,2,0,0.9328621908127208,slab_on_ground,0.15,circuit_breaker_rcd,13,stone_benchtop,timber_floorboards,25,13.4,14.4,0.0,0.0,12.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW717630679,UNIT 1 47 TOONGAHRA CIRCUIT,GOONELLABAH,2480,-28.81480249,153.35179037,163.58200073242188,,105.9,separate_house,3,2,0,0.9328621908127208,slab_on_ground,0.15,circuit_breaker_rcd,13,stone_benchtop,timber_floorboards,21,13.4,14.4,0.0,0.0,12.35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW717996675,UNIT 2 1 MCDERMOTT AVENUE,GOONELLABAH,2480,-28.82173219,153.32312634,157.37899780273438,,98.0,separate_house,3,2,0,0.9328621908127208,short_stumps,0.5,circuit_breaker_rcd,10,standard_laminate,timber_floorboards,59,13.4,14.4,0.0,0.0,11.88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW717996673,UNIT 1 1 MCDERMOTT AVENUE,GOONELLABAH,2480,-28.82173219,153.32312634,157.37899780273438,,82.8,separate_house,3,2,0,0.9328621908127208,slab_on_ground,0.15,ceramic_fuse,7,basic_laminate,carpet,107,13.4,14.4,0.0,0.0,10.92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW712311596,UNIT 1 47 INVERCAULD ROAD,GOONELLABAH,2480,-28.81846486,153.31222099,150.36700439453125,,88.8,separate_house,3,2,0,0.9328621908127208,short_stumps,0.5,ceramic_fuse,7,stone_benchtop,timber_floorboards,78,13.4,14.4,0.0,0.0,11.31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW718535077,SHOP 12 2 SIMEONI DRIVE,GOONELLABAH,2480,-28.82241255,153.32785483,153.75,,64.0,flat_or_apartment,2,3,0,0.9328621908127208,slab_on_ground,0.15,circuit_breaker_rcd,14,stone_benchtop,laminate,24,13.4,14.4,0.0,0.0,9.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW716764558,UNIT 2 7 TOONGAHRA CIRCUIT,GOONELLABAH,2480,-28.81350477,153.35299612,155.69500732421875,,75.9,semi_detached,3,3,0,0.9328621908127208,short_stumps,0.5,circuit_breaker_rcd,22,premium_stone_island,polished_concrete,1,13.4,14.4,0.0,0.0,10.45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW712300792,UNIT 2 14 ANDREWS CRESCENT,GOONELLABAH,2480,-28.82611537,153.30880068,145.68699645996094,,140.9,separate_house,4,0,0,0.9328621908127208,slab_on_ground,0.15,circuit_breaker_rcd,17,stone_benchtop,tile,8,13.4,14.4,0.0,0.0,14.24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW717292786,519 BALLINA ROAD,GOONELLABAH,2480,-28.81483763,153.31425294,170.5760040283203,,74.3,separate_house,3,1,0,0.9328621908127208,slab_on_ground,0.15,circuit_breaker_rcd,12,stone_benchtop,timber_floorboards,24,13.4,14.4,0.0,0.0,10.34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW704840917,UNIT 1 7 GRAEME AVENUE,GOONELLABAH,2480,-28.82179702,153.33118628,150.20599365234375,,113.7,separate_house,4,1,0,0.9328621908127208,short_stumps,0.5,circuit_breaker_basic,10,stone_benchtop,timber_floorboards,75,13.4,14.4,0.0,0.0,12.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW712286363,UNIT 3 8 SUNSET DRIVE,GOONELLABAH,2480,-28.82458692,153.30720421,114.77200317382812,,54.8,separate_house,2,2,0,0.9328621908127208,slab_on_ground,0.15,ceramic_fuse,6,basic_laminate,carpet,124,13.4,14.4,0.0,0.0,8.88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW721236189,30 EVERGREEN DRIVE,GOONELLABAH,2480,-28.83194185,153.30821633,123.16100311279297,,52.7,semi_detached,2,2,0,0.9328621908127208,high_stumps,1.5,circuit_breaker_rcd,13,premium_stone_island,polished_concrete,29,13.4,14.4,0.0,0.0,8.71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW718275299,UNIT 29 61 CANIABA STREET,SOUTH LISMORE,2480,-28.80648658,153.25691366,11.017000198364258,,68.3,flat_or_apartment,2,3,0,0.0,slab_on_ground,0.15,circuit_breaker_rcd,20,standard_laminate,tile,5,13.4,14.4,3.233,3.233,79.34,2.0,2906.26,6933.61,6590.54,3457.64,5632.04,3275.53,2909.69,2889.56,3699.36,38294.22,3.2,224,18,242,1.4,True,27199.25,31036.97,58236.22
GNAF-GANSW705938520,18 CENTRE STREET,SOUTH LISMORE,2480,-28.80605573,153.26408359,11.350000381469727,,158.1,separate_house,5,3,0,0.0,short_stumps,0.5,circuit_breaker_rcd,12,basic_laminate,carpet,52,13.4,14.4,2.55,2.55,120.71,2.0,2270.43,9504.5,11611.48,3924.94,2927.11,3894.49,7614.03,4109.37,8071.28,53927.64,5.19,355,23,378,1.4,True,46526.43,39752.98,86279.41
GNAF-GANSW705952016,25 CHARLES STREET,SOUTH LISMORE,2480,-28.80481012,153.26348746,9.001999855041504,,43.2,separate_house,2,1,0,0.0,short_stumps,0.5,ceramic_fuse,5,basic_laminate,vinyl,144,13.4,14.4,4.898,4.898,63.1,2.0,1115.2,7552.82,2379.03,2812.52,904.19,4664.92,2787.52,1343.6,1421.42,24981.21,3.31,158,14,172,1.4,True,16544.26,17633.49,34177.75
GNAF-GANSW712288709,UNIT 2 6 CHILCOTT DRIVE,GOONELLABAH,2480,-28.82377987,153.30981556,143.35499572753906,,103.5,separate_house,4,3,0,0.9328621908127208,slab_on_ground,0.15,circuit_breaker_rcd,16,stone_benchtop,tile,15,13.4,14.4,0.0,0.0,12.21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW704830691,UNIT 1 10 KINGSLEY COURT,GOONELLABAH,2480,-28.82674348,153.32683908,149.95899963378906,,103.5,separate_house,4,2,0,0.9328621908127208,slab_on_ground,0.15,circuit_breaker_rcd,15,stone_benchtop,tile,4,13.4,14.4,0.0,0.0,12.21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW704829878,UNIT 2 5 LUKE PLACE,GOONELLABAH,2480,-28.82383051,153.31695243,177.1699981689453,,97.7,separate_house,3,1,0,0.9328621908127208,slab_on_ground,0.15,circuit_breaker_rcd,13,stone_benchtop,timber_floorboards,21,13.4,14.4,0.0,0.0,11.86,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW712307421,UNIT 2 3 DUDLEY DRIVE,GOONELLABAH,2480,-28.82323875,153.33021987,140.96499633789062,,71.5,semi_detached,2,2,0,0.9328621908127208,short_stumps,0.5,circuit_breaker_rcd,14,premium_stone_island,laminate,18,13.4,14.4,0.0,0.0,10.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW704834975,UNIT 10 28 BROOKER DRIVE,GOONELLABAH,2480,-28.82932525,153.30861227,115.02400207519531,,77.2,separate_house,2,1,0,0.9328621908127208,short_stumps,0.5,ceramic_fuse,10,stone_benchtop,tile,37,13.4,14.4,0.0,0.0,10.54,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW718275326,UNIT 76 61 CANIABA STREET,SOUTH LISMORE,2480,-28.80648658,153.25691366,11.017000198364258,,68.9,separate_house,2,1,0,0.0,short_stumps,0.5,ceramic_fuse,6,basic_laminate,carpet,119,13.4,14.4,2.883,2.883,79.69,2.0,1344.09,7766.87,4641.88,3740.42,1571.92,3801.3,3960.1,2650.34,2457.68,31934.6,4.18,293,17,310,1.4,True,22662.21,33767.55,56429.77
GNAF-GANSW718275311,UNIT 54 61 CANIABA STREET,SOUTH LISMORE,2480,-28.80648658,153.25691366,11.017000198364258,,83.8,separate_house,3,1,0,0.0,short_stumps,0.5,ceramic_fuse,7,basic_laminate,carpet,146,13.4,14.4,2.883,2.883,87.88,2.0,1568.93,8616.77,5909.36,4418.62,1077.44,4079.15,4105.38,3204.84,4076.14,37056.64,4.26,216,15,231,1.4,True,25199.11,27585.62,52784.72
GNAF-GANSW718275302,UNIT 34 61 CANIABA STREET,SOUTH LISMORE,2480,-28.80648658,153.25691366,11.017000198364258,,101.7,separate_house,3,3,0,0.0,short_stumps,0.5,circuit_breaker_basic,9,basic_laminate,vinyl,57,13.4,14.4,2.883,2.883,96.81,2.0,1960.88,11121.7,4490.94,4107.55,1531.68,4550.51,4707.11,3920.57,5078.41,41469.35,6.46,240,19,259,1.4,True,31935.13,30618.93,62554.07
GNAF-GANSW712288844,42-58 BRUNSWICK STREET,LISMORE,2480,-28.80153128,153.28710172,7.797999858856201,,106.0,separate_house,3,1,0,0.15901060070671377,high_stumps,1.5,ceramic_fuse,7,basic_laminate,timber_floorboards,121,13.4,14.4,5.102,5.102,98.84,2.0,2180.4,10525.22,17795.81,6837.75,1467.56,4851.69,4973.59,2716.4,4293.09,55641.51,10.89,143,19,162,1.4,True,29514.75,35268.76,64783.51
GNAF-GANSW712268884,143 DAWSON STREET,LISMORE,2480,-28.80872888,153.28146476,6.880000114440918,,67.3,flat_or_apartment,2,2,0,0.15901060070671377,slab_on_ground,0.15,circuit_breaker_rcd,15,stone_benchtop,tile,20,13.4,14.4,7.37,7.37,78.76,2.0,2227.66,7257.78,8521.29,6736.76,2811.97,9432.43,4238.48,2460.32,2575.41,46262.1,3.88,101,17,118,1.4,True,25079.47,41482.59,66562.05
GNAF-GANSW716301712,59 CANIABA STREET,SOUTH LISMORE,2480,-28.80633811,153.2569437,11.086999893188477,,88.4,separate_house,3,2,0,0.0,slab_on_ground,0.15,circuit_breaker_rcd,11,basic_laminate,carpet,54,13.4,14.4,3.163,3.163,90.26,2.0,3203.66,8775.44,4999.94,3793.9,2742.72,3926.22,3649.38,2649.44,4727.62,38468.33,9.98,195,18,213,1.4,True,25335.07,21604.32,46939.4
GNAF-GANSW716301724,93 CANIABA STREET,SOUTH LISMORE,2480,-28.80919645,153.25607535,9.815999984741211,,118.2,separate_house,4,1,0,0.0,high_stumps,1.5,circuit_breaker_basic,10,standard_laminate,timber_floorboards,66,13.4,14.4,3.084,3.084,104.37,2.0,2056.6,7879.75,22881.06,4870.22,1992.09,3742.46,4957.91,2918.1,5954.76,57252.96,2.02,269,21,290,1.4,True,43266.6,37662.65,80929.26
GNAF-GANSW716388198,60-70 CANIABA STREET,SOUTH LISMORE,2480,-28.80740175,153.25754475,10.923999786376953,,68.3,separate_house,2,2,0,0.0,high_stumps,1.5,ceramic_fuse,10,standard_laminate,timber_floorboards,32,13.4,14.4,1.976,1.976,75.24,1.988,1422.99,8819.68,7805.4,4250.11,2363.08,3798.72,2863.72,2461.08,2812.18,36596.96,4.83,356,16,372,1.4,True,21104.43,18454.72,39559.15
GNAF-GANSW716388197,2-58 CANIABA STREET,SOUTH LISMORE,2480,-28.80513301,153.25797596,11.793000221252441,"[[153.2579396, -28.8050344], [153.2578971, -28.805251799999997], [153.2580071, -28.805268299999998], [153.2580496, -28.8050509], [153.2579396, -28.8050344]]",133.1,separate_house,5,2,0,0.0,slab_on_ground,0.15,circuit_breaker_rcd,20,standard_laminate,timber_floorboards,1,13.4,14.4,2.457,2.457,110.75,2.0,2696.23,8388.78,24092.04,5329.68,2835.03,3882.18,7345.83,5493.07,5073.15,65135.99,4.05,325,23,348,1.4,True,39082.7,46122.61,85205.31
GNAF-GANSW716301721,78 CANIABA STREET,SOUTH LISMORE,2480,-28.80820024,153.25738343,10.788000106811523,,77.0,separate_house,3,2,0,0.0,short_stumps,0.5,circuit_breaker_rcd,7,basic_laminate,vinyl,58,13.4,14.4,3.112,3.112,84.24,2.0,2635.04,8097.98,4033.21,3111.65,1771.41,4214.9,3870.17,2405.65,2921.21,33061.21,2.82,247,17,264,1.4,True,22140.73,30127.83,52268.56
GNAF-GANSW704837229,UNIT 2 56 FIG TREE DRIVE,GOONELLABAH,2480,-28.82787015,153.30658059,104.78600311279297,,57.9,separate_house,2,1,0,0.9328621908127208,short_stumps,0.5,ceramic_fuse,6,standard_laminate,timber_floorboards,128,13.4,14.4,0.0,0.0,9.13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW712305366,UNIT 13 21 ROUS ROAD,GOONELLABAH,2480,-28.81828478,153.31789316,180.12399291992188,,153.7,separate_house,5,2,0,0.9328621908127208,slab_on_ground,0.15,circuit_breaker_rcd,21,stone_benchtop,timber_floorboards,0,13.4,14.4,0.0,0.0,14.88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW704843269,UNIT 1 37 NORTHCOTT DRIVE,GOONELLABAH,2480,-28.8128377,153.32130485,136.38999938964844,,90.9,separate_house,3,2,0,0.9328621908127208,short_stumps,0.5,circuit_breaker_basic,10,stone_benchtop,tile,33,13.4,14.4,0.0,0.0,11.44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW709231402,12-28 MCDERMOTT AVENUE,GOONELLABAH,2480,-28.82093098,153.32487062,147.4080047607422,,137.3,separate_house,4,1,0,0.9328621908127208,short_stumps,0.5,circuit_breaker_basic,11,stone_benchtop,timber_floorboards,71,13.4,14.4,0.0,0.0,14.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW704851655,15 KERRABEE COURT,GOONELLABAH,2480,-28.81646467,153.33831713,162.00399780273438,,92.9,separate_house,3,2,0,0.9328621908127208,slab_on_ground,0.15,circuit_breaker_rcd,12,stone_benchtop,tile,20,13.4,14.4,0.0,0.0,11.57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW704841688,UNIT 2 37 NORTHCOTT DRIVE,GOONELLABAH,2480,-28.8128377,153.32130485,136.38999938964844,,67.6,semi_detached,2,2,0,0.9328621908127208,high_stumps,1.5,circuit_breaker_rcd,14,premium_stone_island,polished_concrete,22,13.4,14.4,0.0,0.0,9.87,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW712256313,8B GRAEME AVENUE,GOONELLABAH,2480,-28.82226844,153.33118218,147.05599975585938,,121.9,separate_house,4,2,0,0.9328621908127208,slab_on_ground,0.15,circuit_breaker_rcd,12,stone_benchtop,timber_floorboards,44,13.4,14.4,0.0,0.0,13.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW716430452,7-9 WINTERTON PARADE,NORTH LISMORE,2480,-28.80164787,153.28124388,9.361000061035156,,54.1,separate_house,2,1,0,0.0,high_stumps,1.5,ceramic_fuse,6,standard_laminate,timber_floorboards,137,13.4,14.4,3.539,3.539,70.61,2.0,1060.55,6778.94,7789.17,3134.94,1124.05,5357.35,2434.61,2862.58,2252.39,32794.58,5.81,235,14,249,1.4,True,18096.43,32679.73,50776.17
GNAF-GANSW709544097,102B CONWAY STREET,LISMORE,2480,-28.81405293,153.28198748,10.456999778747559,"[[153.2818792, -28.814196099999993], [153.2819972, -28.814258299999995], [153.2822085, -28.813950499999994], [153.2821518, -28.813920699999997], [153.2821064, -28.813986799999995], [153.282045, -28.8139545], [153.2818792, -28.814196099999993]]",118.7,separate_house,3,1,0,0.15901060070671377,high_stumps,1.5,circuit_breaker_basic,9,standard_laminate,timber_floorboards,63,13.4,14.4,2.443,2.443,104.59,2.0,2152.41,12804.24,18810.29,4997.55,1742.5,3505.7,5821.63,3334.2,3732.68,56901.21,6.03,257,18,275,1.4,True,37109.24,36220.05,73329.29
GNAF-GANSW712262225,19 MCKENZIE STREET,LISMORE,2480,-28.81164847,153.29135652,13.607999801635742,,66.6,separate_house,2,2,0,0.15901060070671377,short_stumps,0.5,ceramic_fuse,6,basic_laminate,carpet,103,13.4,14.4,0.292,0.292,19.32,1.146,1477.68,1777.39,3192.03,4185.92,1077.93,3508.1,2603.76,427.61,2015.77,20266.19,5.04,488,12,500,1.4,True,11647.69,19137.57,30785.26
GNAF-GANSW712275674,UNIT 1 18 LEYCESTER STREET,LISMORE,2480,-28.80441113,153.28528969,10.92199993133545,,124.8,separate_house,4,2,0,0.15901060070671377,short_stumps,0.5,circuit_breaker_rcd,10,standard_laminate,timber_floorboards,40,13.4,14.4,2.978,2.978,107.25,2.0,2286.74,11831.05,15531.82,4154.13,2479.88,5127.62,6410.96,2639.85,4651.75,55113.81,9.26,261,23,284,1.4,True,33102.37,35572.76,68675.13
GNAF-GANSW712293257,9 COLEMAN STREET,LISMORE,2480,-28.80411747,153.28015893,9.291999816894531,,83.6,separate_house,3,1,0,0.15901060070671377,short_stumps,0.5,ceramic_fuse,6,basic_laminate,vinyl,131,13.4,14.4,4.608,4.608,87.78,2.0,1185.05,9479.91,5124.59,4102.41,1201.67,3899.79,4004.78,2593.78,3678.24,35270.24,2.06,90,14,104,1.4,True,27291.39,28426.34,55717.73
GNAF-GANSW705237026,UNIT 1 22 PENDARA CRESCENT,LISMORE HEIGHTS,2480,-28.79825342,153.29487194,46.152000427246094,,102.8,separate_house,4,0,0,0.5830388692579506,short_stumps,0.5,circuit_breaker_rcd,6,standard_laminate,timber_floorboards,76,13.4,14.4,0.0,0.0,12.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW712333693,UNIT 1 4 JANSAN CLOSE,LISMORE HEIGHTS,2480,-28.80676241,153.30380882,104.71099853515625,,103.5,flat_or_apartment,3,2,0,0.5830388692579506,slab_on_ground,0.15,circuit_breaker_rcd,22,stone_benchtop,laminate,11,13.4,14.4,0.0,0.0,12.21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW705248097,UNIT 2 43 WOODLAND AVENUE,LISMORE HEIGHTS,2480,-28.80423389,153.30662887,69.36699676513672,,131.7,separate_house,4,2,0,0.5830388692579506,slab_on_ground,0.15,circuit_breaker_rcd,12,basic_laminate,carpet,54,13.4,14.4,0.0,0.0,13.77,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW712349863,UNIT 2 161 HIGH STREET,LISMORE HEIGHTS,2480,-28.80382838,153.29828275,113.84200286865234,,93.5,separate_house,3,1,0,0.5830388692579506,short_stumps,0.5,ceramic_fuse,9,basic_laminate,vinyl,67,13.4,14.4,0.0,0.0,11.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW709575788,3 OPAL CRESCENT,LISMORE HEIGHTS,2480,-28.80328319,153.30670544,56.551998138427734,,40.0,flat_or_apartment,1,2,1,0.5830388692579506,slab_on_ground,0.15,ceramic_fuse,9,stone_benchtop,laminate,39,13.4,14.4,0.0,0.0,7.59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW719892279,UNIT 2 2-6 WATT AVENUE,GOONELLABAH,2480,-28.82285283,153.31447437,146.5970001220703,,77.4,separate_house,3,2,0,0.9328621908127208,short_stumps,0.5,circuit_breaker_rcd,13,stone_benchtop,tile,24,13.4,14.4,0.0,0.0,10.56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW712329737,UNIT 12 74 HIGH STREET,LISMORE HEIGHTS,2480,-28.80276789,153.29471795,93.96800231933594,,141.5,separate_house,4,2,0,0.5830388692579506,slab_on_ground,0.15,circuit_breaker_rcd,14,standard_laminate,carpet,42,13.4,14.4,0.0,0.0,14.27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW704649842,206 WYRALLAH ROAD,EAST LISMORE,2480,-28.82863672,153.29164692,17.832000732421875,,66.8,separate_house,3,3,0,0.38869257950530034,short_stumps,0.5,circuit_breaker_basic,8,standard_laminate,vinyl,75,13.4,14.4,0.0,0.0,9.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW719887074,9 IRVINE PLACE,LISMORE,2480,-28.80785394,153.2936883,24.98200035095215,,69.3,separate_house,3,3,0,0.15901060070671377,short_stumps,0.5,ceramic_fuse,6,basic_laminate,vinyl,83,13.4,14.4,0.0,0.0,9.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW705227340,8 GALLAGHER DRIVE,LISMORE HEIGHTS,2480,-28.80953562,153.30633418,103.58999633789062,,130.6,separate_house,4,1,0,0.5830388692579506,slab_on_ground,0.15,circuit_breaker_rcd,15,standard_laminate,timber_floorboards,2,13.4,14.4,0.0,0.0,13.71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
